ProdId,TimeId,RegionId,MerchantId,Price_USD
21,20170411,4,32,2218.0573974855
21,20170412,4,32,2217.2928543019
21,20170413,4,32,2222.1123901236
21,20170414,4,32,2227.288336608
21,20170415,4,32,2225.5037735482
21,20170416,4,32,2225.7635981228
21,20170417,4,32,2233.812668655
21,20170418,4,32,2244.5498205276
21,20170419,4,32,2245.9201342401
21,20170420,4,32,2253.8259662322
21,20170421,4,32,2241.3948524997
21,20170422,4,32,2249.0999252768
21,20170423,4,32,2249.2446751835
21,20170424,4,32,2273.9878642759
21,20170425,4,32,2295.6617255297
21,20170426,4,32,2280.4821460939
21,20170427,4,32,2280.506947692
21,20170428,4,32,2285.5653229131
21,20170429,4,32,2284.793311287
21,20170430,4,32,2139.4079384622
21,20170501,4,32,2141.6129964607
21,20170502,4,32,2137.4150995534
21,20170504,4,32,2149.702328711
21,20170505,4,32,2153.3521983205
21,20170506,4,32,2155.341799256
21,20170507,4,32,2155.341799256
21,20170508,4,32,2296.482979809
21,20170509,4,32,2131.4167409953
21,20170510,4,32,2129.5404734735
21,20170511,4,32,2128.9620454875
21,20170512,4,32,2027.8429788457
21,20170513,4,32,2030.4809170875
21,20170514,4,32,2030.8361213764
21,20170515,4,32,2038.2660694154
21,20170516,4,32,2051.4791392085
21,20170517,4,32,2062.4559293979
21,20170518,4,32,2060.7351703321
21,20170520,4,32,2076.1283549917
21,20170521,4,32,2076.1399890914
21,20170522,4,32,2080.8508566978
21,20170523,4,32,2073.3979524833
21,20170524,4,32,2070.7094418362
21,20170525,4,32,2078.0031259582
21,20170526,4,32,2070.269746719
21,20170527,4,32,2071.7052312945
21,20170528,4,32,2071.7052312945
21,20170529,4,32,2070.8714818582
21,20170530,4,32,2069.7377339798
21,20170531,4,32,2112.7076499048
21,20170601,4,32,2111.4784967327
21,20170602,4,32,2119.087863217
21,20170603,4,32,2125.822359141
21,20170604,4,32,2125.822359141
21,20170605,4,32,2119.937431777
21,20170606,4,32,2123.3783067888
21,20170607,4,32,2121.2264522739
21,20170608,4,32,2111.809876128
21,20170609,4,32,2109.6813931351
21,20170610,4,32,2109.1735569576
21,20170611,4,32,2108.6659652107
21,20170612,4,32,2109.8467879222
21,20170613,4,32,2109.9649429342
21,20170614,4,32,2122.6366197183
21,20170615,4,32,2099.6510707557
21,20170616,4,32,2107.4273821778
21,20170617,4,32,2106.743772441
21,20170618,4,32,2110.550590411
21,20170619,4,32,2105.1464996104
21,20170620,4,32,2100.9606468602
21,20170621,4,32,2104.4731758062
21,20170622,4,32,2105.8814781768
21,20170623,4,32,2113.8975966562
21,20170624,4,32,2113.5308285433
21,20170625,4,32,2113.471684315
21,20170626,4,32,2112.6676513151
21,20170627,4,32,2135.4746892112
21,20170628,4,32,2148.5970053009
21,20170629,4,32,2158.273655413
21,20170630,4,32,2154.5302227217
21,20170701,4,32,2125.027854437
21,20170702,4,32,2125.027854437
21,20170703,4,32,2111.6833122306
21,20170704,4,32,2110.0419834335
21,20170705,4,32,2108.4510156298
21,20170706,4,32,2122.6022589132
21,20170707,4,32,2124.9952464614
21,20170708,4,32,2120.1942810234
21,20170709,4,32,2120.2063677564
21,20170710,4,32,2119.1432625083
21,20170711,4,32,2127.8484995852
21,20170712,4,32,2123.0505765498
21,20170713,4,32,2117.8158792344
21,20170714,4,32,2130.0420950144
21,20170715,4,32,2132.8760759979
21,20170716,4,32,2132.8760759979
21,20170717,4,32,2133.5857499355
21,20170718,4,32,2150.0520291363
21,20170719,4,32,2142.0894697131
21,20170720,4,32,2163.5300030714
21,20170721,4,32,2170.0615573125
21,20170722,4,32,2163.1565444537
21,20170723,4,32,2163.1565444537
21,20170724,4,32,2158.6631056493
21,20170725,4,32,2161.7070370996
21,20170726,4,32,2156.7806710036
21,20170727,4,32,2164.7939637905
21,20170728,4,32,2178.9038950871
21,20170729,4,32,2180.8503969093
21,20170730,4,32,2180.8503969093
21,20170731,4,32,2191.0362921717
21,20170801,4,32,2189.9242419771
21,20170802,4,32,2201.8010747902
21,20170803,4,32,2202.1800197823
21,20170804,4,32,2180.2481467336
21,20170805,4,32,2184.3423045829
21,20170806,4,32,2184.5737812368
21,20170807,4,32,2187.4455939713
21,20170808,4,32,2175.2329499912
21,20170809,4,32,2179.648789741
21,20170810,4,32,2186.2337394767
21,20170811,4,32,2198.8634461023
21,20170812,4,32,2199.0323775304
21,20170813,4,32,2199.0323775304
21,20170814,4,32,2194.0145087333
21,20170815,4,32,2183.3295194284
21,20170816,4,32,2175.8990162426
21,20170817,4,32,2185.5865486462
21,20170818,4,32,2185.9460517942
21,20170819,4,32,2188.0412241809
21,20170820,4,32,2188.2471017646
21,20170821,4,32,2199.6173406555
21,20170823,4,32,2158.1958909902
21,20170824,4,32,2159.3809287643
21,20170825,4,32,2172.9157878685
21,20170826,4,32,2180.2083209143
21,20170827,4,32,2180.8193257685
21,20170828,4,32,2190.1174685869
21,20170829,4,32,2197.5657287291
21,20170830,4,32,2175.8890733172
21,20170831,4,32,2171.844813935
21,20170901,4,32,2171.1099370561
21,20170902,4,32,2169.0626433237
21,20170903,4,32,2169.2813520048
21,20170904,4,32,2176.951082805
21,20170905,4,32,2177.2750724292
21,20170906,4,32,2207.8596055881
21,20170907,4,32,2219.9097953602
21,20170908,4,32,2227.4579188406
21,20170909,4,32,2227.203254185
21,20170910,4,32,2227.7260498233
21,20170911,4,32,2214.623347095
21,20170912,4,32,2213.6696929462
21,20170913,4,32,2199.5673722619
21,20170914,4,32,2199.0838388459
21,20170915,4,32,2218.6046881966
21,20170916,4,32,2219.1877921933
21,20170917,4,32,2218.9889723083
21,20170918,4,32,2216.3546625623
21,20170919,4,32,2223.1849888198
21,20170920,4,32,2230.1512504827
21,20170921,4,32,2218.0218905472
21,20170922,4,32,2218.1675612527
21,20170923,4,32,2219.3866477097
21,20170924,4,32,2204.6403795479
21,20170925,4,32,2185.7938388625
21,20170926,4,32,2174.2912200267
21,20170927,4,32,2168.1582859795
21,20170928,4,32,2174.2143442212
21,20170929,4,32,2177.4992180261
21,20170930,4,32,2166.083505542
21,20171001,4,32,2180.0982031541
21,20171002,4,32,2167.0533188461
21,20171003,4,32,2168.3523053386
21,20171004,4,32,2170.2909419586
21,20171005,4,32,2159.8986901131
21,20171006,4,32,2162.9627892707
21,20171007,4,32,2164.675881382
21,20171008,4,32,2164.675881382
21,20171009,4,32,2167.5116069138
21,20171010,4,32,2173.7697244332
21,20171011,4,32,2181.7639859449
21,20171012,4,32,2181.5056055582
21,20171014,4,32,2177.3669580361
21,20171015,4,32,2177.5986160942
21,20171016,4,32,2175.3741625137
21,20171017,4,32,2164.2434318096
21,20171018,4,32,2171.4634869926
21,20171019,4,32,2179.2860579387
21,20171020,4,32,2169.4559273261
21,20171021,4,32,2170.8749000728
21,20171022,4,32,2170.2227091899
21,20171023,4,32,2181.6206438882
21,20171024,4,32,2185.3296389766
21,20171025,4,32,2193.2387115057
21,20171026,4,32,2170.3659127955
21,20171027,4,32,2152.7326251861
21,20171028,4,32,2156.1186822371
21,20171029,4,32,2156.5442533873
21,20171030,4,32,2161.2869443798
21,20171031,4,32,2164.5360151962
21,20171101,4,32,2159.1639591046
21,20171102,4,32,2165.8358549199
21,20171103,4,32,2155.2680436296
21,20171104,4,32,2155.9560082412
21,20171105,4,32,2158.2231414561
21,20171106,4,32,2154.5305331778
21,20171107,4,32,2150.3986234807
21,20171108,4,32,2153.4642659141
21,20171109,4,32,2164.1749610276
21,20171110,4,32,2165.4361131992
21,20171111,4,32,2167.292677616
21,20171112,4,32,2167.292677616
21,20171113,4,32,2166.0924933887
21,20171114,4,32,2186.0220683542
21,20171115,4,32,2191.1781760001
21,20171116,4,32,2187.5921074578
21,20171117,4,32,2190.648556449
21,20171118,4,32,2190.8293733614
21,20171119,4,32,2191.5787900949
21,20171120,4,32,2164.2049234863
21,20171121,4,32,2164.649697112
21,20171122,4,32,2172.2005189152
21,20171123,4,32,2183.7942010441
21,20171124,4,32,2200.0194946897
21,20171125,4,32,2195.3033493812
21,20171126,4,32,2195.3033493812
21,20171127,4,32,2191.8512650374
21,20171128,4,32,2185.9530315631
21,20171129,4,32,2182.750350462
21,20171130,4,32,2190.5986518477
21,20171201,4,32,2192.7916654252
21,20171202,4,32,2188.9958319949
21,20171203,4,32,2187.9415967544
21,20171204,4,32,2180.4998390228
21,20171205,4,32,2174.0586037736
21,20171206,4,32,2168.5750598644
21,20171207,4,32,2169.2317667655
21,20171208,4,32,2164.7656750922
21,20171209,4,32,2164.9057580535
21,20171211,4,32,2171.061791323
21,20171212,4,32,2156.4190159208
21,20171213,4,32,2164.0782579548
21,20171214,4,32,2167.2133657623
21,20171215,4,32,2166.7029738529
21,20171216,4,32,2161.9170147394
21,20171217,4,32,2162.8699720243
21,20171218,4,32,2172.0741086131
21,20171219,4,32,2173.9731449264
21,20171220,4,32,2186.3723049685
21,20171221,4,32,2185.3709099612
21,20171222,4,32,2180.2472790424
21,20171223,4,32,2183.6603593827
21,20171224,4,32,2182.063278404
21,20171225,4,32,2185.1860649247
21,20171226,4,32,2183.3709109608
21,20171227,4,32,2188.760346964
21,20171228,4,32,2199.1987744556
21,20171229,4,32,2211.3971619271
21,20171230,4,32,2208.7690023729
21,20171231,4,32,2207.6426675945
21,20180101,4,32,2207.4572638036
21,20180102,4,32,2218.36939332
21,20180103,4,32,2212.7401991145
21,20180104,4,32,2219.520090071
21,20180105,4,32,2214.8178019063
21,20180106,4,32,2213.4722422726
21,20180107,4,32,2210.148937706
21,20180108,4,32,2200.1568871669
21,20180109,4,32,2190.293947577
21,20180110,4,32,2197.1965746543
21,20180111,4,32,2211.1730969446
21,20180112,4,32,2229.44692212
21,20180113,4,32,2240.6361673842
21,20180114,4,32,2240.6361673842
21,20180115,4,32,2253.5045410609
21,20180116,4,32,2246.7056787677
21,20180117,4,32,2247.4202841816
21,20180118,4,32,2248.4104886332
21,20180119,4,32,2247.4202841816
21,20180120,4,32,2245.7307010574
21,20180121,4,32,2245.7307010574
21,20180122,4,32,2247.5852576847
21,20180123,4,32,2256.4190745233
21,20180124,4,32,2275.6207381349
21,20180125,4,32,2294.3494252012
21,20180126,4,32,2283.0583776058
21,20180127,4,32,2282.9874487386
21,20180128,4,32,2282.9874487386
21,20180129,4,32,2269.3801920879
21,20180130,4,32,2276.241040287
21,20180131,4,32,2283.3705169874
21,20180201,4,32,2292.6343480833
21,20180202,4,32,2287.6639831643
21,20180203,4,32,2289.5171391005
21,20180204,4,32,2289.5171391005
21,20180205,4,32,2279.1779615282
21,20180206,4,32,2273.3679410472
21,20180207,4,32,2255.8926279985
21,20180208,4,32,2249.663246063
21,20180209,4,32,2246.6507279431
21,20180210,4,32,2249.6356979293
21,20180211,4,32,2249.6356979293
21,20180212,4,32,2253.5819430814
21,20180213,4,32,2271.5071213341
21,20180214,4,32,2277.1439018797
21,20180215,4,32,2294.4640459612
21,20180216,4,32,2285.7569442284
21,20180217,4,32,2279.4041924897
21,20180218,4,32,2279.4041924897
21,20180219,4,32,2278.9235053681
21,20180220,4,32,2267.5874667505
21,20180221,4,32,2262.1705321356
21,20180222,4,32,2265.1550179708
21,20180223,4,32,2258.5689697566
21,20180224,4,32,2258.6522738729
21,20180225,4,32,2258.6522738729
21,20180226,4,32,2260.3891749564
21,20180227,4,32,2248.8508596365
21,20180228,4,32,2243.0846809887
21,20180301,4,32,2244.2903826772
21,20180302,4,32,2244.0088755878
21,20180303,4,32,2244.4926232975
21,20180304,4,32,2244.4926232975
21,20180305,4,32,2247.9124385966
21,20180306,4,32,2261.4439114398
21,20180307,4,32,2258.8646107753
21,20180308,4,32,2242.8763399497
21,20180309,4,32,2245.4109352137
21,20180310,4,32,2242.5036820059
21,20180311,4,32,2242.5036820059
21,20180312,4,32,2243.5324961147
21,20180313,4,32,2259.0320973567
21,20180314,4,32,2252.9682568153
21,20180315,4,32,2243.0351582625
21,20180316,4,32,2237.6259523224
23,20170101,4,32,1454.2628891191
23,20170102,4,32,1447.5709349806
23,20170103,4,32,1439.7323752994
23,20170104,4,32,1447.8741229448
23,20170105,4,32,1465.2285420575
23,20170106,4,32,1459.1820580475
23,20170107,4,32,1456.231172716
23,20170108,4,32,1456.0548057733
23,20170109,4,32,1461.8048213153
23,20170110,4,32,1461.418529676
23,20170111,4,32,1453.9646650541
23,20170112,4,32,1474.3928123917
23,20170113,4,32,1469.0272538915
23,20170114,4,32,1471.380148886
23,20170115,4,32,1471.6855607004
23,20170116,4,32,1465.6246190378
23,20170117,4,32,1478.6423965006
23,20170118,4,32,1477.2520862049
23,20170119,4,32,1470.1613314845
23,20170120,4,32,1476.6761902219
23,20170121,4,32,1479.7026841902
23,20170122,4,32,1479.7026841902
23,20170123,4,32,1485.1067715046
23,20170124,4,32,1486.5838382426
23,20170125,4,32,1473.0502553077
23,20170126,4,32,1474.4950195166
23,20170127,4,32,1478.4526546543
23,20170128,4,32,1479.0299373653
23,20170129,4,32,1479.2910487685
23,20170130,4,32,1477.8837211788
23,20170131,4,32,1491.9176441389
23,20170201,4,32,1487.1674895393
23,20170202,4,32,1493.1099279674
23,20170203,4,32,1491.6520566419
23,20170204,4,32,1491.3061299334
23,20170205,4,32,1491.3141729183
23,20170206,4,32,1484.2458400429
23,20170207,4,32,1478.0417143285
23,20170208,4,32,1479.8610665125
23,20170209,4,32,1473.4578821724
23,20170210,4,32,1471.6385660152
23,20170211,4,32,1471.2470603258
23,20170212,4,32,1471.2705447928
23,20170213,4,32,1465.185064295
23,20170214,4,32,1462.0057736842
23,20170215,4,32,1465.9276459486
23,20170216,4,32,1474.1098512109
23,20170217,4,32,1468.4889457724
23,20170218,4,32,1467.8185630491
23,20170219,4,32,1467.538119424
23,20170220,4,32,1468.449953267
23,20170221,4,32,1458.2586225082
23,20170222,4,32,1457.4131660781
23,20170223,4,32,1463.2745938509
23,20170224,4,32,1462.7018048708
23,20170225,4,32,1460.3457108303
23,20170226,4,32,1460.3457108303
23,20170227,4,32,1469.6081328432
23,20170228,4,32,1468.3018006297
23,20170301,4,32,1460.9012188486
23,20170302,4,32,1453.5825053882
23,20170303,4,32,1459.1050604189
23,20170304,4,32,1468.7229442977
23,20170305,4,32,1468.7775546844
23,20170306,4,32,1463.1352255169
23,20170307,4,32,1462.8101359572
23,20170308,4,32,1458.4432161016
23,20170309,4,32,1463.2745938509
23,20170310,4,32,1475.7226112202
23,20170311,4,32,1475.8880200688
23,20170312,4,32,1475.5493655215
23,20170313,4,32,1474.7466666666
23,20170314,4,32,1470.8401153203
23,20170315,4,32,1470.8244680851
23,20170316,4,32,1484.4051964784
23,20170317,4,32,1485.5216503707
23,20170318,4,32,1484.6761809649
23,20170319,4,32,1485.505689205
23,20170320,4,32,1484.6682094208
23,20170321,4,32,1495.2252719918
23,20170322,4,32,1494.1103366294
23,20170323,4,32,1491.4187396173
23,20170324,4,32,1493.9973201357
23,20170325,4,32,1493.9408183002
23,20170326,4,32,1493.9408183002
23,20170327,4,32,1502.5376021561
23,20170328,4,32,1498.6613046588
23,20170329,4,32,1487.0555208983
23,20170330,4,32,1475.8141852254
23,20170331,4,32,1473.2332901928
23,20170402,4,32,1471.2591581439
23,20170403,4,32,1471.2748485624
23,20170404,4,32,1470.9375783003
23,20170405,4,32,1468.7373576067
23,20170406,4,32,1469.4100354681
23,20170407,4,32,1462.462764886
23,20170408,4,32,1461.0610706021
23,20170409,4,32,1461.0610706021
23,20170410,4,32,1462.8194252995
23,20170411,4,32,1463.6730146942
23,20170412,4,32,1463.1685005965
23,20170413,4,32,1466.3488621748
23,20170414,4,32,1465.2275503159
23,20170415,4,32,1464.0535707653
23,20170416,4,32,1464.2244970521
23,20170417,4,32,1469.5195994887
23,20170418,4,32,1476.7238980112
23,20170419,4,32,1477.6254485085
23,20170420,4,32,1482.8268171436
23,20170421,4,32,1474.648195952
23,20170422,4,32,1479.7174820074
23,20170423,4,32,1479.8127152005
23,20170424,4,32,1496.0916404049
23,20170425,4,32,1510.3512075496
23,20170426,4,32,1500.3643284394
23,20170427,4,32,1500.3806457928
23,20170428,4,32,1503.7086287611
23,20170429,4,32,1503.2007104215
23,20170430,4,32,1503.127008858
23,20170501,4,32,1504.6762609544
23,20170502,4,32,1504.8485972337
23,20170504,4,32,1513.4994295243
23,20170505,4,32,1516.069122778
23,20170506,4,32,1517.4699027097
23,20170507,4,32,1517.4699027097
23,20170508,4,32,1508.402580363
23,20170509,4,32,1500.6254486914
23,20170510,4,32,1499.3044612291
23,20170511,4,32,1498.8972186006
23,20170512,4,32,1050.4383331331
23,20170513,4,32,1051.804805527
23,20170514,4,32,1051.9888040935
23,20170515,4,32,1055.8375745924
23,20170516,4,32,1065.6558384742
23,20170517,4,32,1071.2440713442
23,20170518,4,32,1070.350305363
23,20170520,4,32,1078.3455587746
23,20170521,4,32,1078.3516015511
23,20170522,4,32,1080.7984363767
23,20170523,4,32,1076.9273818051
23,20170524,4,32,1075.5309635591
23,20170525,4,32,1079.3193188701
23,20170526,4,32,1075.302584964
23,20170527,4,32,1076.0481787579
23,20170528,4,32,1076.0481787579
23,20170529,4,32,1075.6151274971
23,20170530,4,32,1075.0262563965
23,20170531,4,32,1080.9441423628
23,20170601,4,32,1078.4362075343
23,20170602,4,32,1084.2085098711
23,20170603,4,32,1006.5111660291
23,20170604,4,32,1006.5111660291
23,20170605,4,32,1003.7248348581
23,20170606,4,32,1005.3539827996
23,20170607,4,32,1004.3351462126
23,20170608,4,32,999.8766885264
23,20170609,4,32,998.8689176325
23,20170610,4,32,998.6284729025
23,20170611,4,32,1009.0331102106
23,20170612,4,32,1009.5981542872
23,20170613,4,32,1018.7437698106
23,20170614,4,32,1024.861971831
23,20170615,4,32,1013.9738916201
23,20170616,4,32,1017.7292664369
23,20170617,4,32,1017.3991342379
23,20170618,4,32,1017.3991342379
23,20170619,4,32,1014.7940712146
23,20170620,4,32,1012.0896851007
23,20170621,4,32,1013.7817654926
23,20170622,4,32,1014.4601829132
23,20170623,4,32,1018.3217644424
23,20170624,4,32,1018.1450823021
23,20170625,4,32,1018.1165909243
23,20170626,4,32,1017.7292664369
23,20170627,4,32,1028.7160347216
23,20170628,4,32,1035.037410031
23,20170629,4,32,1039.6989146524
23,20170630,4,32,1037.8956016682
23,20170701,4,32,1041.9959203963
23,20170702,4,32,1041.9959203963
23,20170703,4,32,1035.4524962668
23,20170704,4,32,1034.6476795643
23,20170705,4,32,1033.8675571026
23,20170706,4,32,1040.8065427441
23,20170707,4,32,1040.2662742145
23,20170708,4,32,1039.6258038035
23,20170709,4,32,1039.6317304677
23,20170710,4,32,1039.1104425565
23,20170711,4,32,1043.3790084961
23,20170712,4,32,1041.0263728736
23,20170713,4,32,1038.4595673441
23,20170714,4,32,1044.4546261562
23,20170715,4,32,1045.8442534108
23,20170716,4,32,1045.8442534108
23,20170717,4,32,1046.1922381895
23,20170718,4,32,1054.2663891779
23,20170719,4,32,1050.3619912108
23,20170720,4,32,1060.8752408343
23,20170721,4,32,1064.0779531464
23,20170722,4,32,1063.3396305625
23,20170723,4,32,1063.3396305625
23,20170724,4,32,1061.1307975631
23,20170725,4,32,1062.6270983982
23,20170726,4,32,1060.2054519769
23,20170727,4,32,1063.9227582988
23,20170728,4,32,1070.8573106283
23,20170729,4,32,1071.813950208
23,20170730,4,32,1071.813950208
23,20170731,4,32,1076.8199720117
23,20170801,4,32,1076.9049178779
23,20170802,4,32,1082.7454028683
23,20170803,4,32,1082.9317507418
23,20170804,4,32,1072.1466553071
23,20170805,4,32,1074.1599755115
23,20170806,4,32,1074.2738051784
23,20170807,4,32,1074.3832345919
23,20170808,4,32,1068.3848865743
23,20170809,4,32,1070.5537652914
23,20170810,4,32,1069.1082274889
23,20170811,4,32,1075.2843846949
23,20170812,4,32,1075.3669952486
23,20170813,4,32,1075.3669952486
23,20170814,4,32,1072.9131657616
23,20170815,4,32,1067.6880108432
23,20170816,4,32,1064.0543590763
23,20170817,4,32,1068.7917393526
23,20170818,4,32,1068.9675429578
23,20170819,4,32,1069.6334278087
23,20170820,4,32,1069.734071957
23,20170821,4,32,1075.2924624779
23,20170823,4,32,1073.4015873484
23,20170824,4,32,1073.990978438
23,20170825,4,32,1080.7226839832
23,20170826,4,32,1086.9845130369
23,20170827,4,32,1087.2891411807
23,20170828,4,32,1091.9249079313
23,20170829,4,32,1095.6383803303
23,20170830,4,32,1083.5579194108
23,20170831,4,32,1081.5439429929
23,20170901,4,32,1081.1779860736
23,20170902,4,32,1080.1584665749
23,20170903,4,32,1080.2673799963
23,20170904,4,32,1084.0867831314
23,20170905,4,32,1084.2481247767
23,20170906,4,32,1086.4341871368
23,20170907,4,32,1092.363793393
23,20170908,4,32,1096.0780419698
23,20170909,4,32,1095.9527276665
23,20170910,4,32,1096.2099827261
23,20170911,4,32,1089.7624603602
23,20170912,4,32,1089.2931902728
23,20170913,4,32,1082.3537801443
23,20170914,4,32,1082.1158450725
23,20170915,4,32,1087.6409325435
23,20170916,4,32,1087.9267913889
23,20170917,4,32,1087.8293226301
23,20170918,4,32,1086.5378879171
23,20170919,4,32,1089.8863629563
23,20170920,4,32,1093.3014784889
23,20170921,4,32,1087.3552238806
23,20170922,4,32,1087.4266369731
23,20170923,4,32,1088.0242776154
23,20170924,4,32,1088.2843263204
23,20170925,4,32,1078.981042654
23,20170926,4,32,1073.3029647657
23,20170927,4,32,1070.2755431238
23,20170928,4,32,1073.2650162935
23,20170929,4,32,1074.8865400164
23,20170930,4,32,1069.2513620139
23,20171001,4,32,1076.1694861174
23,20171002,4,32,1069.6972366605
23,20171003,4,32,1070.3384402014
23,20171004,4,32,1067.5485703866
23,20171005,4,32,1062.4367057115
23,20171006,4,32,1063.943911318
23,20171007,4,32,1064.7865674794
23,20171008,4,32,1064.7865674794
23,20171009,4,32,1069.9234560503
23,20171010,4,32,1074.6455354877
23,20171011,4,32,1078.597654862
23,20171012,4,32,1078.4699194694
23,20171014,4,32,1076.4238982039
23,20171015,4,32,1076.5384228912
23,20171016,4,32,1075.4387208011
23,20171017,4,32,1069.9360265998
23,20171018,4,32,1073.5054019486
23,20171019,4,32,1077.3726427371
23,20171020,4,32,1072.5129256027
23,20171021,4,32,1073.2144225046
23,20171022,4,32,1072.8919991988
23,20171023,4,32,1069.6155698328
23,20171024,4,32,1071.4340339669
23,20171025,4,32,1075.3117324768
23,20171026,4,32,1064.0975455857
23,20171027,4,32,1055.452211656
23,20171028,4,32,1057.1123441599
23,20171029,4,32,1057.3209952513
23,20171030,4,32,1059.6462648359
23,20171031,4,32,1061.2392350631
23,20171101,4,32,1058.6053972996
23,20171102,4,32,1061.8765267988
23,20171103,4,32,1056.6952889301
23,20171104,4,32,1057.0325875627
23,20171105,4,32,1058.1441286514
23,20171106,4,32,1056.3336987223
23,20171107,4,32,1053.9863312558
23,20171108,4,32,1055.4889109106
23,20171109,4,32,1060.7386009563
23,20171110,4,32,1061.3567361876
23,20171111,4,32,1062.266703994
23,20171112,4,32,1062.266703994
23,20171113,4,32,1061.678451306
23,20171114,4,32,1071.4466400371
23,20171115,4,32,1073.9738305412
23,20171116,4,32,1072.2161716657
23,20171117,4,32,1073.7142452897
23,20171118,4,32,1073.8028700461
23,20171119,4,32,1074.1701856613
23,20171120,4,32,1069.2262533756
23,20171121,4,32,1069.445993952
23,20171122,4,32,1073.1764802932
23,20171123,4,32,1078.9043432931
23,20171124,4,32,1086.9204556983
23,20171125,4,32,1086.5573340174
23,20171126,4,32,1086.5573340174
23,20171127,4,32,1084.8487375437
23,20171128,4,32,1081.9294285375
23,20171129,4,32,1080.3442732832
23,20171130,4,32,1084.2287612437
23,20171201,4,32,1085.3141852635
23,20171202,4,32,1083.4354514413
23,20171203,4,32,1082.9136615791
23,20171204,4,32,1079.2303909078
23,20171205,4,32,1076.0423251664
23,20171206,4,32,1073.3282652382
23,20171207,4,32,1073.5813355811
23,20171208,4,32,1071.3710080647
23,20171209,4,32,1071.4403369649
23,20171211,4,32,1074.4870388068
23,20171212,4,32,1067.2401366484
23,20171213,4,32,1071.0307962811
23,20171214,4,32,1072.5824023744
23,20171215,4,32,1072.3298027048
23,20171216,4,32,1069.9611685847
23,20171217,4,32,1070.4327996802
